Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,PQ_student_encoded,PQ_student_named,Previous qualification /10,Nacionality,Mother's qualification,MQ_encoded,MQ_encoded,MQ_named,Father's qualification,FQ_encoded,FQ_named,Mother's occupation,MO_encoded,MO_named,1000,Father's occupation,FO_encoded,FO_named,Salaire_père,Revenu_foyer,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),"CU 1st sem (grade, number)",Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),"CU 2nd sem (grade, number)",Curricular units 2nd sem (without evaluations),Year,Unemployment rate,Inflation rate,GDP,Target
1,16,1,9003,1.00,1,3,Lycée terminé,"14,7",1,1,3,3,Lycée,37,2,Collège,4,5,Employés,900,9,6,Ouvriers,900,1800,"14,07",1,0,1,1,0,1,20,0,13,18,19,18,"15,05",11,13,13,13,"14,54",0,2012,"15,5","2,8","-4,06",Graduate
1,43,1,9991,0.00,1,3,Lycée terminé,"14,1",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"13,19",0,0,0,1,0,0,21,0,6,10,20,6,"11,50",5,10,17,5,"12,40",0,2009,"9,4","-0,8","-3,12",Dropout
1,39,1,9238,1.00,1,3,Lycée terminé,"16,0",1,38,2,2,Collège,1,3,Lycée,9,6,Ouvriers,900,3,4,Professions intermédiaires,1350,2250,"12,40",0,0,1,1,1,0,28,0,2,8,15,7,"11,00",0,6,17,1,"10,00",0,2010,"10,8","1,4","1,74",Enrolled
1,1,1,9254,1.00,1,3,Lycée terminé,"13,5",1,38,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,7,6,Ouvriers,1300,2200,"13,92",0,0,0,1,1,1,19,0,0,6,6,6,"13,00",0,6,6,6,"13,17",0,2015,"12,4","0,5","1,79",Graduate
1,1,1,9500,1.00,1,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,7,6,Ouvriers,1300,2200,"12,18",0,0,0,1,1,1,18,0,0,8,8,8,"12,94",0,8,8,8,"12,94",0,2009,"9,4","-0,8","-3,12",Graduate
1,17,1,171,1.00,1,3,Lycée terminé,"14,2",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"13,29",0,0,0,1,1,0,22,0,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2011,"12,7","3,7","-1,7",Graduate
1,44,1,9003,1.00,39,3,Lycée professionnel et technologique,"13,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,10,5,Employés,1200,2100,"13,00",0,0,0,1,1,0,25,0,0,6,6,0,"0,00",0,6,8,0,"0,00",0,2012,"15,5","2,8","-4,06",Dropout
2,39,1,9500,1.00,1,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1300,9,6,Ouvriers,900,2200,"13,01",0,0,0,0,1,0,37,0,0,7,10,5,"13,00",0,7,9,5,"12,88",0,2016,"11,1","0,6","2,02",Dropout
1,39,1,9500,1.00,1,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,7,6,Ouvriers,900,7,6,Ouvriers,1300,2200,"12,45",0,0,0,0,1,0,38,0,0,7,11,5,"12,18",0,7,11,4,"11,81",0,2016,"11,1","0,6","2,02",Dropout
2,39,1,9670,1.00,1,3,Lycée terminé,"13,0",1,19,3,3,Lycée,38,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"16,23",0,0,0,1,1,0,36,0,0,6,13,3,"11,33",0,6,12,5,"11,40",0,2014,"13,9","-0,3","0,79",Dropout
1,1,2,9500,1.00,1,3,Lycée terminé,"14,9",1,19,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,0,9,6,Ouvriers,900,900,"13,78",1,0,0,1,1,0,18,0,0,8,8,7,"13,00",0,8,8,7,"13,00",0,2011,"12,7","3,7","-1,7",Graduate
1,1,1,9670,1.00,1,3,Lycée terminé,"13,0",1,1,3,3,Lycée,1,3,Lycée,0,7,Etudiant,1200,0,7,Etudiant,0,1200,"11,95",0,0,0,0,1,0,19,0,0,5,5,0,"0,00",0,6,0,0,"0,00",0,2009,"9,4","-0,8","-3,12",Dropout
1,39,1,9130,1.00,1,3,Lycée terminé,"15,0",1,1,3,3,Lycée,1,3,Lycée,4,5,Employés,1350,10,5,Employés,1200,2550,"11,00",0,0,1,1,1,0,24,0,0,5,13,2,"12,50",0,5,8,3,"12,33",0,2009,"9,4","-0,8","-3,12",Dropout
1,1,1,9238,1.00,1,3,Lycée terminé,"10,6",1,1,3,3,Lycée,1,3,Lycée,3,4,Professions intermédiaires,900,3,4,Professions intermédiaires,1350,2250,"10,50",0,0,0,1,1,0,20,0,0,6,9,5,"11,00",0,6,9,5,"12,17",0,2016,"11,1","0,6","2,02",Graduate
1,1,1,171,1.00,1,3,Lycée terminé,"16,2",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"14,28",1,0,0,1,1,0,21,0,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2011,"12,7","3,7","-1,7",Dropout
2,43,3,9991,0.00,1,3,Lycée terminé,"12,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1300,9,6,Ouvriers,900,2200,"12,82",1,0,0,1,1,0,32,0,0,5,5,0,"0,00",0,5,5,0,"0,00",0,2008,"7,6","2,6","0,32",Dropout
2,39,1,9991,0.00,19,3,Lycée terminé,"13,3",1,38,2,2,Collège,38,2,Collège,7,6,Ouvriers,900,8,6,Ouvriers,1200,2100,"12,00",0,0,0,1,1,0,39,0,0,5,9,0,"0,00",0,5,5,1,"10,00",0,2011,"12,7","3,7","-1,7",Dropout
1,7,1,9119,1.00,3,4,Licence,"13,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1000,9,6,Ouvriers,900,1900,"13,00",0,0,0,0,1,0,33,0,0,5,6,0,"0,00",0,5,5,0,"0,00",0,2011,"12,7","3,7","-1,7",Dropout
1,17,2,9670,1.00,1,3,Lycée terminé,"12,8",1,37,2,2,Collège,38,2,Collège,5,5,Employés,900,8,6,Ouvriers,1200,2100,"12,17",0,0,0,1,1,1,20,0,0,5,5,5,"12,40",0,5,5,4,"10,75",0,2009,"9,4","-0,8","-3,12",Graduate
1,1,1,9003,1.00,1,3,Lycée terminé,"12,4",1,38,2,2,Collège,19,3,Lycée,9,6,Ouvriers,1000,7,6,Ouvriers,1300,2300,"11,60",0,0,0,1,1,0,19,0,0,6,8,6,"15,50",0,6,10,6,"14,10",0,2013,"16,2","0,3","-0,92",Graduate
2,39,1,9991,0.00,1,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,5,5,Employés,1300,8,6,Ouvriers,1200,2500,"13,32",0,0,0,0,1,0,43,0,0,5,13,2,"11,50",0,5,12,3,"10,80",0,2014,"13,9","-0,3","0,79",Dropout
2,43,1,9991,0.00,1,3,Lycée terminé,"11,4",1,37,2,2,Collège,37,2,Collège,7,6,Ouvriers,1000,8,6,Ouvriers,1200,2200,"11,67",0,0,0,1,1,0,49,0,0,5,7,4,"13,33",0,5,9,4,"11,60",1,2013,"16,2","0,3","-0,92",Dropout
1,1,2,9773,1.00,1,3,Lycée terminé,"14,0",1,38,2,2,Collège,38,2,Collège,5,5,Employés,900,7,6,Ouvriers,1300,2200,"12,64",1,0,0,1,1,1,18,0,0,6,8,6,"12,67",0,6,6,6,"13,50",0,2011,"12,7","3,7","-1,7",Graduate
1,39,1,9003,1.00,1,3,Lycée terminé,"16,0",1,1,3,3,Lycée,37,2,Collège,191,6,Ouvriers,900,193,6,Ouvriers,900,1800,"14,00",0,0,0,1,1,0,27,0,0,6,6,0,"0,00",0,6,6,0,"0,00",0,2016,"11,1","0,6","2,02",Enrolled
1,1,1,9147,1.00,1,3,Lycée terminé,"12,2",1,1,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"12,03",1,0,0,1,1,1,19,0,0,5,8,5,"12,60",0,5,9,5,"13,60",0,2017,"8,9","1,4","3,51",Dropout
1,39,1,9070,1.00,1,3,Lycée terminé,"14,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,10,5,Employés,1200,2100,"11,80",0,0,1,1,1,1,45,0,0,6,6,6,"13,50",0,6,6,0,"0,00",0,2013,"16,2","0,3","-0,92",Dropout
1,15,1,9670,1.00,1,3,Lycée terminé,"16,0",1,37,2,2,Collège,12,3,Lycée,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"14,95",1,0,0,0,1,0,19,0,0,6,6,6,"13,00",0,6,8,6,"13,00",0,2014,"13,9","-0,3","0,79",Graduate
1,44,1,9003,1.00,39,3,Lycée professionnel et technologique,"13,0",1,1,3,3,Lycée,3,4,Licence,9,6,Ouvriers,1000,6,1,Agriculteurs exploitants,1000,2000,"13,00",0,0,0,1,1,1,21,0,0,6,15,6,"11,71",0,6,8,4,"11,75",0,2014,"13,9","-0,3","0,79",Graduate
1,1,1,9670,1.00,1,3,Lycée terminé,"14,1",1,1,3,3,Lycée,1,3,Lycée,5,5,Employés,1000,9,6,Ouvriers,900,1900,"12,63",0,0,0,1,1,1,18,0,0,6,8,6,"12,17",0,6,7,5,"13,00",0,2014,"13,9","-0,3","0,79",Graduate
1,17,3,9147,1.00,1,3,Lycée terminé,"12,7",1,37,2,2,Collège,37,2,Collège,5,5,Employés,1000,7,6,Ouvriers,1300,2300,"11,62",0,0,0,1,1,0,18,0,0,5,10,0,"0,00",0,5,13,0,"0,00",0,2009,"9,4","-0,8","-3,12",Dropout
1,17,1,9254,1.00,1,3,Lycée terminé,"12,6",1,37,2,2,Collège,37,2,Collège,5,5,Employés,1200,1,3,Cadres et professions intellectuelles,3000,4200,"12,60",0,0,0,0,1,0,29,0,0,6,12,0,"0,00",0,6,6,0,"0,00",6,2009,"9,4","-0,8","-3,12",Dropout
1,1,1,9670,1.00,1,3,Lycée terminé,"13,1",1,1,3,3,Lycée,1,3,Lycée,4,5,Employés,900,9,6,Ouvriers,900,1800,"12,23",0,0,0,1,1,0,19,0,0,5,6,5,"11,50",0,5,5,5,"11,60",0,2009,"9,4","-0,8","-3,12",Graduate
1,1,1,9147,1.00,1,3,Lycée terminé,"13,0",1,19,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,900,7,6,Ouvriers,1300,2200,"11,95",1,0,0,1,1,1,18,0,0,5,7,4,"11,25",0,5,6,4,"12,25",0,2015,"12,4","0,5","1,79",Enrolled
1,44,1,9070,1.00,39,3,Lycée professionnel et technologique,"13,0",1,1,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"13,18",0,0,0,1,1,1,22,0,2,7,7,7,"12,29",5,9,10,8,"12,38",0,2015,"12,4","0,5","1,79",Graduate
1,17,6,9500,1.00,1,3,Lycée terminé,"14,0",1,1,3,3,Lycée,1,3,Lycée,4,5,Employés,1200,3,4,Professions intermédiaires,1350,2550,"13,07",1,0,0,1,1,1,18,0,0,7,7,7,"12,72",0,8,11,8,"12,81",0,2016,"11,1","0,6","2,02",Dropout
1,44,1,9130,1.00,39,3,Lycée professionnel et technologique,"14,0",1,1,3,3,Lycée,19,3,Lycée,4,5,Employés,3000,7,6,Ouvriers,1300,4300,"14,00",0,0,0,1,1,0,20,0,2,6,12,5,"12,40",1,6,11,2,"15,00",0,2014,"13,9","-0,3","0,79",Enrolled
1,1,1,171,1.00,1,3,Lycée terminé,"14,0",1,19,3,3,Lycée,19,3,Lycée,1,3,Cadres et professions intellectuelles,900,1,3,Cadres et professions intellectuelles,3000,3900,"12,95",1,0,0,1,1,0,20,0,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2010,"10,8","1,4","1,74",Dropout
4,39,1,9670,1.00,19,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1000,7,6,Ouvriers,1300,2300,"13,00",0,0,1,1,1,1,29,0,0,6,16,1,"14,00",0,6,7,0,"0,00",0,2016,"11,1","0,6","2,02",Dropout
1,39,1,9670,1.00,1,3,Lycée terminé,"12,0",1,11,2,2,Collège,11,2,Collège,90,5,Employés,1200,4,5,Employés,1200,2400,"11,40",1,0,0,1,1,0,29,0,0,5,10,3,"11,67",0,5,8,4,"11,25",0,2008,"7,6","2,6","0,32",Dropout
1,43,1,9773,1.00,1,3,Lycée terminé,"12,1",1,1,3,3,Lycée,1,3,Lycée,4,5,Employés,2000,5,5,Employés,1000,3000,"12,10",1,0,0,1,1,0,23,0,0,6,15,1,"13,00",0,6,8,4,"11,25",0,2009,"9,4","-0,8","-3,12",Enrolled
1,17,1,171,1.00,1,3,Lycée terminé,"12,3",1,3,3,3,Lycée,12,3,Lycée,2,3,Cadres et professions intellectuelles,900,9,6,Ouvriers,900,1800,"11,64",1,0,1,1,1,0,19,0,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2010,"10,8","1,4","1,74",Dropout
1,1,1,9119,1.00,1,3,Lycée terminé,"13,6",1,38,2,2,Collège,38,2,Collège,9,6,Ouvriers,1400,9,6,Ouvriers,900,2300,"12,17",1,0,0,1,1,0,18,0,0,5,10,0,"0,00",0,5,11,1,"12,00",3,2008,"7,6","2,6","0,32",Dropout
2,42,1,9254,1.00,1,3,Lycée terminé,"13,6",1,2,3,3,Lycée,2,4,Licence,134,4,Professions intermédiaires,900,112,3,Cadres et professions intellectuelles,3000,3900,"13,00",1,0,0,1,1,0,22,0,2,6,13,4,"11,50",2,6,12,2,"12,50",0,2008,"7,6","2,6","0,32",Dropout
1,43,1,9991,0.00,1,3,Lycée terminé,"12,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,2000,9,6,Ouvriers,900,2900,"12,00",1,0,1,1,1,0,34,0,6,10,10,7,"11,71",4,10,10,6,"11,50",0,2010,"10,8","1,4","1,74",Dropout
1,43,1,9991,0.00,4,5,Master,"16,0",1,3,3,3,Lycée,3,4,Licence,2,3,Cadres et professions intellectuelles,1300,1,3,Cadres et professions intellectuelles,3000,4300,"12,50",0,0,0,1,1,0,26,0,0,5,7,5,"12,60",0,5,7,5,"13,71",0,2014,"13,9","-0,3","0,79",Graduate
1,17,1,171,1.00,1,3,Lycée terminé,"12,5",1,37,2,2,Collège,37,2,Collège,7,6,Ouvriers,900,9,6,Ouvriers,900,1800,"13,41",1,0,0,1,1,0,24,0,12,17,19,13,"11,64",12,17,25,12,"11,25",0,2016,"11,1","0,6","2,02",Dropout
1,1,1,9670,1.00,1,3,Lycée terminé,"14,6",1,1,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,1200,8,6,Ouvriers,1200,2400,"14,95",1,0,0,1,1,1,17,0,0,6,8,6,"14,88",0,6,8,6,"13,43",0,2016,"11,1","0,6","2,02",Graduate
1,43,4,9670,1.00,1,3,Lycée terminé,"11,7",1,3,3,3,Lycée,3,4,Licence,4,5,Employés,1200,4,5,Employés,1200,2400,"11,32",0,0,0,1,1,0,21,0,0,5,11,2,"10,00",0,5,10,3,"10,33",0,2009,"9,4","-0,8","-3,12",Enrolled
2,39,1,9991,0.00,1,3,Lycée terminé,"15,0",1,1,3,3,Lycée,4,5,Master,4,5,Employés,1000,2,3,Cadres et professions intellectuelles,2000,3000,"14,60",0,0,0,1,1,0,34,0,0,5,5,5,"14,20",0,5,5,5,"14,60",0,2011,"12,7","3,7","-1,7",Enrolled
1,44,1,9003,1.00,39,3,Lycée professionnel et technologique,"14,0",1,19,3,3,Lycée,38,2,Collège,6,1,Agriculteurs exploitants,1200,7,6,Ouvriers,1300,2500,"14,00",1,0,0,1,1,0,19,0,0,6,8,6,"12,71",0,6,9,6,"13,50",0,2015,"12,4","0,5","1,79",Graduate
2,39,1,9003,1.00,1,3,Lycée terminé,"11,1",1,1,3,3,Lycée,3,4,Licence,4,5,Employés,1200,2,3,Cadres et professions intellectuelles,2000,3200,"16,24",0,0,1,0,1,0,49,0,4,12,16,5,"11,60",2,7,7,5,"11,20",0,2017,"8,9","1,4","3,51",Dropout
1,43,1,9500,1.00,1,3,Lycée terminé,"12,0",1,2,3,3,Lycée,4,5,Master,4,5,Employés,900,5,5,Employés,1000,1900,"13,66",0,0,0,1,1,0,23,0,0,7,14,5,"11,94",0,7,14,6,"12,20",0,2014,"13,9","-0,3","0,79",Dropout
1,18,3,9119,1.00,1,3,Lycée terminé,"11,1",1,1,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,1200,8,6,Ouvriers,1200,2400,"11,10",1,0,0,1,1,0,18,0,0,5,10,4,"11,60",0,5,9,3,"14,20",0,2015,"12,4","0,5","1,79",Dropout
1,1,1,9500,1.00,1,3,Lycée terminé,"11,8",1,12,3,3,Lycée,1,3,Lycée,4,5,Employés,2000,10,5,Employés,1200,3200,"11,57",0,0,0,1,1,0,20,0,0,7,9,5,"12,70",0,8,9,7,"13,48",0,2014,"13,9","-0,3","0,79",Enrolled
1,1,3,9670,1.00,1,3,Lycée terminé,"10,6",1,3,3,3,Lycée,1,3,Lycée,2,3,Cadres et professions intellectuelles,2000,3,4,Professions intermédiaires,1350,3350,"10,57",1,0,0,1,1,0,19,0,0,6,6,6,"13,33",0,6,9,5,"13,80",0,2017,"8,9","1,4","3,51",Graduate
1,42,1,9003,1.00,39,3,Lycée professionnel et technologique,"12,0",1,3,3,3,Lycée,1,3,Lycée,2,3,Cadres et professions intellectuelles,1200,6,1,Agriculteurs exploitants,1000,2200,"12,82",1,0,0,1,1,0,24,0,4,9,13,8,"13,33",5,10,12,9,"13,11",0,2013,"16,2","0,3","-0,92",Enrolled
1,1,1,9147,1.00,1,3,Lycée terminé,"15,1",1,1,3,3,Lycée,38,2,Collège,4,5,Employés,0,7,6,Ouvriers,1300,1300,"13,70",1,0,0,1,1,0,18,0,0,5,5,5,"13,40",0,5,5,5,"15,00",0,2017,"8,9","1,4","3,51",Graduate
2,39,1,9254,1.00,19,3,Lycée terminé,"13,3",1,34,3,3,Lycée,34,3,Lycée,0,7,Etudiant,0,0,7,Etudiant,0,0,"12,00",0,0,1,0,1,0,45,0,0,6,12,0,"0,00",0,6,12,0,"0,00",0,2009,"9,4","-0,8","-3,12",Dropout
1,39,1,9991,0.00,1,3,Lycée terminé,"12,0",1,34,3,3,Lycée,34,3,Lycée,0,7,Etudiant,1200,0,7,Etudiant,0,1200,"12,05",1,0,0,1,1,0,30,0,0,5,5,2,"11,00",0,5,5,0,"0,00",0,2008,"7,6","2,6","0,32",Dropout
1,51,1,9991,0.00,39,3,Lycée professionnel et technologique,"12,0",1,1,3,3,Lycée,4,5,Master,4,5,Employés,900,10,5,Employés,1200,2100,"11,81",0,0,0,1,1,0,28,0,13,15,17,13,"12,00",9,13,13,9,"11,33",0,2017,"8,9","1,4","3,51",Dropout
1,39,1,9991,0.00,1,3,Lycée terminé,"11,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"13,90",0,0,0,1,1,0,40,0,0,5,0,0,"0,00",0,5,0,0,"0,00",0,2011,"12,7","3,7","-1,7",Dropout
1,39,2,9147,1.00,19,3,Lycée terminé,"13,3",1,38,2,2,Collège,19,3,Lycée,4,5,Employés,1000,10,5,Employés,1200,2200,"11,63",0,0,0,0,1,0,32,0,0,5,5,0,"0,00",0,5,9,0,"0,00",0,2010,"10,8","1,4","1,74",Dropout
1,17,5,9254,1.00,1,3,Lycée terminé,"11,8",1,19,3,3,Lycée,37,2,Collège,5,5,Employés,1350,5,5,Employés,1000,2350,"12,05",1,0,0,1,1,0,19,0,0,6,12,4,"12,50",0,6,12,4,"10,25",0,2008,"7,6","2,6","0,32",Dropout
1,1,1,9070,1.00,1,3,Lycée terminé,"13,9",1,1,3,3,Lycée,19,3,Lycée,3,4,Professions intermédiaires,1200,9,6,Ouvriers,900,2100,"13,49",1,0,0,1,1,0,20,0,0,6,7,6,"13,67",0,6,7,6,"12,17",1,2013,"16,2","0,3","-0,92",Graduate
1,17,1,9119,1.00,1,3,Lycée terminé,"13,0",1,1,3,3,Lycée,3,4,Licence,4,5,Employés,900,2,3,Cadres et professions intellectuelles,2000,2900,"12,30",0,0,0,1,1,0,18,0,0,5,10,1,"10,00",0,5,7,0,"0,00",0,2009,"9,4","-0,8","-3,12",Dropout
1,17,1,9670,1.00,1,3,Lycée terminé,"13,2",1,38,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"12,29",0,0,0,0,1,0,20,0,0,6,6,6,"11,50",0,6,9,2,"13,00",0,2010,"10,8","1,4","1,74",Dropout
1,39,1,9991,0.00,1,3,Lycée terminé,"10,0",1,37,2,2,Collège,38,2,Collège,9,6,Ouvriers,1200,4,5,Employés,1200,2400,"14,00",0,0,0,1,1,0,39,0,0,5,7,4,"12,25",0,5,7,4,"12,75",0,2012,"15,5","2,8","-4,06",Enrolled
1,17,1,9085,1.00,1,3,Lycée terminé,"12,0",1,19,3,3,Lycée,38,2,Collège,4,5,Employés,900,8,6,Ouvriers,1200,2100,"12,25",0,0,0,0,1,0,19,0,0,6,11,5,"13,60",0,6,11,5,"13,67",0,2016,"11,1","0,6","2,02",Enrolled
1,39,1,9991,0.00,12,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"12,15",0,0,0,1,1,0,38,0,0,5,11,2,"10,50",0,5,9,3,"11,33",1,2008,"7,6","2,6","0,32",Enrolled
1,17,3,9500,1.00,1,3,Lycée terminé,"15,6",1,19,3,3,Lycée,37,2,Collège,4,5,Employés,900,9,6,Ouvriers,900,1800,"13,23",1,0,0,1,1,1,18,0,0,7,7,6,"13,27",0,7,7,6,"13,27",0,2008,"7,6","2,6","0,32",Graduate
1,17,4,9500,1.00,1,3,Lycée terminé,"14,3",1,19,3,3,Lycée,38,2,Collège,9,6,Ouvriers,0,6,1,Agriculteurs exploitants,1000,1000,"13,15",1,0,0,1,1,1,18,0,0,7,8,7,"12,51",0,8,8,8,"14,19",0,2014,"13,9","-0,3","0,79",Graduate
2,43,1,9130,1.00,9,3,Lycée non terminé,"13,3",1,34,3,3,Lycée,34,3,Lycée,0,7,Etudiant,900,0,7,Etudiant,0,900,"12,82",0,0,0,1,1,0,28,0,0,5,9,0,"0,00",0,5,5,0,"0,00",0,2008,"7,6","2,6","0,32",Dropout
1,39,1,9670,1.00,1,3,Lycée terminé,"14,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1350,9,6,Ouvriers,900,2250,"14,80",1,0,0,0,1,0,31,0,0,6,14,0,"0,00",0,6,6,0,"0,00",0,2011,"12,7","3,7","-1,7",Dropout
1,1,1,9500,1.00,1,3,Lycée terminé,"12,7",1,2,3,3,Lycée,19,3,Lycée,3,4,Professions intermédiaires,900,9,6,Ouvriers,900,1800,"12,15",0,0,0,1,1,0,23,0,0,7,7,6,"13,48",0,7,7,6,"13,48",0,2008,"7,6","2,6","0,32",Graduate
1,1,1,9500,1.00,1,3,Lycée terminé,"13,5",1,38,2,2,Collège,19,3,Lycée,194,5,Employés,900,193,6,Ouvriers,900,1800,"13,54",1,0,0,1,1,0,21,0,0,7,9,6,"12,57",0,8,12,5,"12,16",0,2016,"11,1","0,6","2,02",Enrolled
1,39,1,9238,1.00,19,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1000,9,6,Ouvriers,900,1900,"13,90",0,0,1,0,1,0,33,0,0,6,8,0,"0,00",0,5,6,0,"0,00",0,2013,"16,2","0,3","-0,92",Dropout
1,43,1,9147,1.00,1,3,Lycée terminé,"12,0",1,37,2,2,Collège,37,2,Collège,5,5,Employés,900,3,4,Professions intermédiaires,1350,2250,"11,34",0,0,0,1,1,0,22,0,0,5,9,3,"13,00",0,5,9,3,"11,67",0,2011,"12,7","3,7","-1,7",Dropout
1,44,1,9119,1.00,39,3,Lycée professionnel et technologique,"15,0",1,19,3,3,Lycée,37,2,Collège,9,6,Ouvriers,1350,9,6,Ouvriers,900,2250,"15,00",1,0,1,1,1,0,20,0,0,5,6,5,"16,50",0,5,7,5,"17,71",0,2015,"12,4","0,5","1,79",Dropout
1,17,1,9670,1.00,1,3,Lycée terminé,"12,3",1,37,2,2,Collège,38,2,Collège,3,4,Professions intermédiaires,1200,3,4,Professions intermédiaires,1350,2550,"12,20",0,0,1,1,1,0,19,0,0,6,7,6,"13,17",0,6,9,5,"13,20",0,2017,"8,9","1,4","3,51",Enrolled
1,44,1,9085,1.00,39,3,Lycée professionnel et technologique,"15,0",1,38,2,2,Collège,38,2,Collège,4,5,Employés,1000,1,3,Cadres et professions intellectuelles,3000,4000,"15,00",1,0,0,1,1,0,20,0,1,6,11,6,"13,80",1,6,7,6,"13,14",0,2013,"16,2","0,3","-0,92",Graduate
1,39,1,9254,1.00,12,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,5,5,Employés,900,7,6,Ouvriers,1300,2200,"11,93",1,0,0,1,1,0,25,0,0,6,7,6,"11,17",0,6,11,4,"11,80",0,2009,"9,4","-0,8","-3,12",Enrolled
1,39,1,9003,1.00,1,3,Lycée terminé,"13,0",1,1,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,2000,4,5,Employés,1200,3200,"14,00",0,0,0,0,1,0,25,0,0,6,0,0,"0,00",0,6,0,0,"0,00",0,2014,"13,9","-0,3","0,79",Dropout
1,1,4,9070,1.00,1,3,Lycée terminé,"14,0",1,4,5,5,Master,19,3,Lycée,2,3,Cadres et professions intellectuelles,2000,10,5,Employés,1200,3200,"12,50",1,0,0,1,1,0,19,0,0,6,7,6,"12,67",0,6,8,6,"12,14",0,2009,"9,4","-0,8","-3,12",Enrolled
1,1,1,9670,1.00,1,3,Lycée terminé,"14,1",1,2,3,3,Lycée,1,3,Lycée,2,3,Cadres et professions intellectuelles,1200,4,5,Employés,1200,2400,"14,07",1,0,0,1,1,0,20,0,0,5,5,5,"12,60",0,5,6,4,"14,50",1,2008,"7,6","2,6","0,32",Graduate
2,39,1,9500,1.00,19,3,Lycée terminé,"13,3",1,19,3,3,Lycée,19,3,Lycée,4,5,Employés,1000,4,5,Employés,1200,2200,"10,00",0,0,0,1,1,0,33,0,0,7,7,5,"13,06",0,7,9,0,"0,00",0,2013,"16,2","0,3","-0,92",Enrolled
1,17,5,9773,1.00,1,3,Lycée terminé,"14,6",1,1,3,3,Lycée,37,2,Collège,5,5,Employés,1000,5,5,Employés,1000,2000,"14,67",1,0,0,1,1,0,19,0,0,6,7,6,"13,83",0,6,8,6,"13,63",0,2008,"7,6","2,6","0,32",Graduate
1,39,1,9130,1.00,19,3,Lycée terminé,"13,3",1,34,3,3,Lycée,34,3,Lycée,99,5,Employés,2000,99,5,Employés,1000,3000,"9,60",0,0,0,1,1,0,31,0,0,5,5,0,"0,00",0,5,5,0,"0,00",0,2008,"7,6","2,6","0,32",Dropout
1,44,1,9119,1.00,39,3,Lycée professionnel et technologique,"16,0",1,3,3,3,Lycée,38,2,Collège,2,3,Cadres et professions intellectuelles,1350,3,4,Professions intermédiaires,1350,2700,"16,00",0,0,1,0,1,0,24,0,2,6,6,2,"16,00",2,7,7,2,"16,00",0,2017,"8,9","1,4","3,51",Dropout
